Value of x  ,  Value of y  
3.65887 , 3.70271
3.83963 , 4.72131
2.75682 , 2.8716
4.37899 , 2.2937
6.30575 , 4.18195
4.97273 , 2.33321
4.5787 , 5.00083
2.50939 , 2.84254
5.55807 , 3.72507
6.1672 , 2.69957
3.93293 , 3.10586
2.97674 , 6.29625
2.6336 , 2.57816
3.69653 , 3.64644
4.6307 , 3.74566
2.85597 , 2.7885
2.3505 , 3.6572
2.32617 , 4.5966
4.45956 , 4.54499
5.11778 , 3.72673
1.9868 , 3.31788
3.81138 , 3.67446
3.93882 , 3.7064
4.02253 , 4.30534
3.98835 , 3.81225
6.16918 , 2.87059
3.32637 , 4.93791
4.39912 , 2.671
4.45558 , 1.64417
3.50196 , 5.1588
4.52657 , 5.11891
4.02187 , 4.16327
2.90314 , 3.14514
3.61568 , 4.01186
2.17502 , 2.61387
4.06526 , 4.7718
4.74933 , 3.97414
4.74876 , 4.05814
1.97677 , 4.2551
1.85081 , 2.47655
3.91788 , 4.61163
4.46421 , 4.42827
4.65854 , 4.74311
4.50398 , 3.89487
6.43872 , 4.57933
3.69911 , 5.04224
5.18027 , 3.7002
3.39729 , 2.70812
3.38766 , 3.53586
4.47213 , 4.73117
5.18153 , 5.50235
2.66485 , 3.99818
2.59893 , 5.63239
3.71828 , 2.47643
3.64806 , 2.61426
3.74043 , 3.93706
5.41259 , 5.53768
3.87281 , 5.69192
3.76639 , 5.11075
4.34453 , 3.51169
3.98318 , 6.03098
3.31034 , 3.32547
4.0933 , 5.23028
4.95134 , 4.24334
5.92508 , 4.50381
3.80863 , 3.08946
5.5593 , 3.63408
3.82493 , 1.68738
3.35458 , 3.84977
1.8167 , 4.82919
3.63124 , 4.31439
3.76624 , 3.09186
2.47363 , 4.36965
5.20818 , 3.839
5.23187 , 3.43112
2.76288 , 5.00952
4.10471 , 3.79845
2.44169 , 3.36777
4.91179 , 5.57804
4.22347 , 1.72425
4.61341 , 3.19803
3.76142 , 3.06661
5.67902 , 4.30402
3.67543 , 4.63997
4.1596 , 2.86735
2.77243 , 2.69462
4.1692 , 6.23678
3.83715 , 3.99205
4.92192 , 4.94304
4.00591 , 4.07783
5.326 , 5.08057
4.05245 , 5.35705
4.7582 , 2.76836
3.25926 , 5.32878
4.73094 , 2.43391
4.52051 , 3.66598
3.41719 , 3.19099
3.68876 , 4.28394
1.94416 , 3.91894
3.70954 , 4.28745
3.88307 , 3.89209
3.58213 , 4.8075
4.04263 , 4.0039
5.98856 , 4.10598
2.77918 , 2.60498
5.3155 , 3.32459
3.74396 , 3.05015
2.85909 , 4.82243
2.80003 , 3.62388
4.53522 , 8.22755
4.75351 , 4.30684
3.96189 , 3.88553
5.03922 , 4.50128
4.59492 , 4.33287
4.04484 , 5.67638
5.66163 , 4.02862
2.25337 , 3.45937
4.71972 , 4.70705
3.12592 , 3.46341
2.96543 , 3.791
5.30916 , 3.91074
4.85813 , 4.59435
3.97436 , 3.97563
5.14952 , 4.48956
5.14882 , 2.82477
2.05927 , 2.84394
4.9852 , 4.52872
4.13096 , 4.12092
2.60748 , 5.13116
5.14905 , 2.3821
5.35773 , 4.00354
3.98833 , 4.30966
5.25559 , 4.46355
3.55739 , 5.40657
4.18497 , 3.88381
3.08689 , 4.86184
4.51211 , 3.87877
4.66537 , 4.34061
3.00027 , 5.35021
3.96421 , 3.90082
3.85335 , 5.2279
2.97607 , 2.44947
4.99424 , 5.19261
5.4761 , 4.20518
5.44891 , 4.45366
3.65469 , 3.68513
3.80788 , 3.40407
2.70395 , 5.83395
5.20318 , 3.48743
3.39183 , 3.80372
2.34505 , 2.57133
2.35867 , 2.50381
2.38029 , 3.97295
3.65464 , 3.57832
3.18578 , 3.36045
4.98239 , 4.61348
4.08668 , 4.58294
4.17804 , 5.30087
5.98017 , 4.64424
4.06783 , 5.75449
3.24025 , 3.59918
3.18823 , 2.98084
2.78445 , 4.13078
5.20615 , 3.16387
3.9301 , 4.65767
3.6421 , 6.14085
2.69241 , 3.53123
2.85907 , 4.78123
2.91499 , 3.27936
4.36488 , 3.03858
3.28266 , 4.67186
1.06092 , 4.53265
3.89489 , 4.02264
4.72305 , 3.99839
5.67757 , 3.26641
4.60725 , 4.56213
5.02 , 4.63795
3.4503 , 3.53725
2.55028 , 5.67382
5.60121 , 3.41021
3.29594 , 4.67653
3.70883 , 3.69623
3.59717 , 4.64864
5.66367 , 2.11364
5.30104 , 3.41852
3.00891 , 4.66457
3.3636 , 3.15868
4.21317 , 3.01064
2.07237 , 3.53472
3.75962 , 3.67288
3.53868 , 3.6342
4.80335 , 3.54134
3.25558 , 2.68184
4.36971 , 3.19314
4.1327 , 4.12504
3.59431 , 3.31881
4.46501 , 4.78412
6.78574 , 3.0978
3.24989 , 4.72666
2.67799 , 3.99265
4.80056 , 2.53762
3.53939 , 4.54185
2.80516 , 2.36295
3.35362 , 4.04385
3.99939 , 4.9372
4.19776 , 4.21619
3.31665 , 4.47881
4.30139 , 4.25398
4.43164 , 3.09332
4.55315 , 3.84288
4.10866 , 3.99969
4.51443 , 3.60296
4.74563 , 3.08643
5.13058 , 3.39208
4.0034 , 3.7756
3.35652 , 2.74256
3.79608 , 5.0899
3.39124 , 3.60835
5.00585 , 3.03747
3.90037 , 5.51173
3.65812 , 3.946
3.41889 , 3.28702
3.69684 , 5.16788
3.76538 , 4.52104
5.22829 , 3.96298
4.5396 , 3.50462
4.86126 , 3.03605
4.08802 , 5.47931
2.87027 , 4.06522
3.73516 , 2.36391
3.85321 , 4.60241
3.55738 , 3.91776
3.50799 , 2.85819
3.45161 , 2.28391
2.96478 , 4.60873
3.8398 , 2.37701
4.30443 , 4.817
3.11922 , 6.07107
4.20191 , 3.83868
3.80746 , 3.96084
4.79088 , 3.88969
3.1396 , 2.34038
1.9772 , 2.9104
4.85089 , 4.92578
4.39169 , 2.93238
5.25474 , 4.04133
3.23727 , 3.96707
3.68979 , 2.92558
3.6988 , 2.60562
4.47821 , 3.57137
3.8497 , 3.38795
3.10049 , 3.69914
5.18513 , 4.43937
3.46333 , 2.85203
4.38462 , 4.15381
4.00404 , 3.14567
3.69171 , 6.78128
4.15782 , 4.95233
3.86988 , 4.09375
5.53967 , 2.80481
4.63791 , 3.25177
5.28207 , 4.27925
4.43564 , 3.55575
4.35153 , 4.49027
2.9924 , 4.89264
6.99527 , 4.52065
4.12016 , 3.71874
4.36146 , 2.75749
4.37446 , 2.93741
3.42068 , 3.78164
3.66685 , 3.68036
4.00121 , 4.59694
4.21494 , 2.3311
3.0109 , 3.56293
4.68707 , 6.49031
4.49668 , 4.41058
2.41134 , 3.16893
3.86589 , 4.98193
3.59376 , 2.68706
1.61819 , 5.19628
2.38769 , 4.18125
4.62082 , 2.86306
3.50705 , 3.2122
3.57737 , 4.40559
3.12965 , 2.25176
3.35712 , 3.49625
2.89293 , 5.08348
4.27738 , 3.70672
3.93763 , 2.89981
4.26025 , 5.50609
5.04126 , 2.73432
3.67051 , 4.15555
6.54162 , 2.64104
4.10794 , 6.09627
3.44663 , 5.18946
5.30193 , 4.1274
4.5936 , 2.62132
4.48401 , 4.37652
3.91655 , 2.74961
3.71494 , 2.07892
3.87768 , 4.29682
3.81469 , 5.09692
5.67569 , 4.47552
5.02929 , 3.67531
3.14329 , 3.83521
2.44198 , 2.38393
3.26338 , 4.02845
4.33668 , 4.63793
3.69798 , 3.87789
3.17142 , 4.21443
3.25978 , 4.11794
4.76331 , 3.78729
4.27475 , 1.82664
3.19318 , 3.18387
4.58589 , 5.25007
2.6732 , 3.60625
5.50825 , 4.69032
4.1576 , 4.19464
4.04235 , 5.07745
3.51392 , 2.64536
5.55391 , 3.69127
4.09451 , 4.99032
2.58578 , 5.31462
3.7348 , 1.24435
2.6943 , 3.58155
4.84423 , 4.59877
4.18001 , 4.06561
2.85758 , 4.32922
3.79294 , 2.67435
2.68667 , 5.1421
4.12397 , 3.42633
2.48679 , 3.4152
2.76994 , 3.0682
5.50007 , 4.15894
2.81049 , 3.72993
4.95251 , 2.01133
5.11335 , 3.57973
3.18596 , 4.16479
3.90844 , 3.36868
2.52055 , 4.5859
4.9782 , 5.32761
2.48291 , 2.71617
3.71104 , 4.07072
3.83501 , 3.35336
2.50405 , 3.14979
3.79643 , 5.51886
3.51074 , 2.23685
2.80837 , 4.1015
4.99722 , 4.23078
4.22629 , 2.98242
3.33381 , 3.4362
3.45433 , 3.42358
3.31379 , 2.79522
4.27401 , 3.67171
3.4646 , 3.47335
2.5757 , 3.91962
4.70641 , 2.2576
6.88648 , 3.47542
3.31585 , 5.20857
4.27726 , 5.31752
4.01892 , 3.78902
3.37687 , 4.30676
4.03246 , 4.41603
3.63818 , 3.36779
3.03804 , 3.9196
3.81916 , 4.53777
2.04644 , 5.76339
3.58337 , 4.31423
3.68015 , 5.83839
3.94424 , 3.65361
3.32347 , 4.60252
4.73922 , 4.66618
4.8826 , 2.21141
5.0793 , 4.73947
5.09392 , 2.72893
3.5892 , 5.48201
4.68764 , 4.6867
4.68882 , 3.03339
3.51516 , 4.9929
4.17342 , 4.26873
3.61955 , 4.05922
6.15301 , 2.84658
4.42533 , 5.31524
2.69569 , 3.47045
4.26025 , 5.38268
5.18938 , 3.05331
3.89193 , 5.66184
4.36681 , 3.00944
5.10249 , 4.38022
3.92692 , 3.37764
3.32559 , 3.00855
4.51045 , 3.90408
2.41112 , 5.89249
3.97864 , 6.20743
3.47813 , 5.86734
3.82175 , 4.64162
3.96861 , 3.75445
3.1853 , 3.99878
3.72835 , 4.69081
5.56078 , 2.43827
3.00619 , 1.89014
2.47939 , 3.38821
5.19553 , 3.46703
3.48868 , 5.30199
2.05221 , 5.02876
3.57038 , 1.94641
4.22092 , 4.73421
5.20394 , 3.87024
4.55679 , 3.73184
4.27253 , 4.00774
4.19838 , 3.57053
4.20521 , 2.88412
3.82487 , 5.26926
4.31588 , 2.37695
5.46837 , 3.45793
4.56212 , 3.5321
5.66035 , 3.73089
3.50106 , 4.36571
3.97013 , 4.40972
2.42993 , 3.89071
4.28571 , 5.32617
3.82045 , 6.9397
3.40693 , 2.98036
4.28133 , 4.8538
3.75993 , 3.38002
4.33979 , 4.60646
3.74457 , 4.63759
5.12378 , 3.55542
2.74558 , 4.30095
5.43534 , 4.10527
3.95726 , 4.76773
3.86868 , 4.27642
4.89355 , 4.04785
3.67071 , 5.30743
4.51716 , 2.72005
4.07379 , 4.7036
3.65793 , 2.80187
4.71885 , 4.53942
2.3486 , 4.2941
5.75488 , 5.21347
1.99914 , 1.93626
4.3596 , 4.10487
4.47479 , 5.03568
3.62389 , 3.40568
5.56094 , 4.326
3.48781 , 4.19898
3.18867 , 3.98144
3.87834 , 5.45877
3.95434 , 3.10216
3.57988 , 3.91997
3.66522 , 4.3979
2.80127 , 3.84509
3.54105 , 5.33305
3.93733 , 2.22165
4.42195 , 3.40175
3.57785 , 4.66116
4.80318 , 2.12839
4.4324 , 6.15884
3.41652 , 2.19401
3.10406 , 3.86945
3.63002 , 3.18041
5.17429 , 4.10369
4.04663 , 3.9891
3.35815 , 5.00364
4.98353 , 3.77408
4.32603 , 3.63022
2.54793 , 3.23406
3.92665 , 5.40797
5.37043 , 3.84256
4.22975 , 4.78809
3.98501 , 3.61514
5.57095 , 3.80965
1.94387 , 5.31292
4.01624 , 6.20703
6.25683 , 5.02074
3.77971 , 4.77118
3.17302 , 2.76502
3.55165 , 3.11814
2.42033 , 5.66622
4.07995 , 4.97608
1.92017 , 5.24088
3.383 , 3.39536
4.41986 , 3.45757
4.83685 , 2.89697
2.7531 , 3.82232
5.66415 , 4.54082
2.67896 , 4.5262
5.39525 , 4.5382
4.05193 , 3.02513
3.07199 , 3.12576
3.70921 , 5.41992
3.71173 , 4.29282
2.56505 , 2.7413
3.49396 , 3.85622
3.58573 , 3.55516
2.50746 , 3.90547
3.90493 , 4.71009
3.34366 , 3.93376
3.25719 , 3.50808
4.98828 , 4.22977
3.44026 , 2.28672
5.69091 , 3.42582
4.25333 , 5.55902
4.83064 , 4.64307
4.81084 , 2.93571
5.7443 , 4.2505
4.52985 , 4.43323
4.1188 , 4.3844
4.21438 , 3.46717
2.88997 , 4.80857
4.4021 , 3.8431
4.90092 , 4.39598
5.45557 , 3.44025
1.88352 , 5.47694
3.0928 , 3.63591
4.485 , 5.01989
4.59086 , 5.47336
5.17899 , 3.13735
2.36697 , 4.60074
3.47458 , 3.68814
4.29125 , 2.82541
1.97412 , 4.12246
3.8213 , 5.56589
3.96269 , 4.36396
3.79975 , 3.91659
4.54748 , 5.17381
4.13985 , 3.71107
3.58325 , 4.977
3.9863 , 3.92098
5.48345 , 3.4876
3.91444 , 3.75035
4.19079 , 3.98027
2.26959 , 4.66867
5.40117 , 5.55045
3.49931 , 4.25172
6.10471 , 5.35126
3.53207 , 6.29366
3.8186 , 4.34115
4.93149 , 2.39063
3.20305 , 3.23066
2.09514 , 3.68246
4.88646 , 4.66407
2.00729 , 1.50044
4.76356 , 3.1242
3.62532 , 4.59986
4.91731 , 6.61737
3.84952 , 2.89643
2.62191 , 4.16845
4.52974 , 4.43316
3.37373 , 3.72066
2.76995 , 2.27037
5.97313 , 3.78215
3.36467 , 4.78423
2.039 , 5.6648
3.27356 , 3.12521
3.13484 , 4.97277
4.38736 , 4.05914
3.68298 , 3.79943
3.02873 , 6.12429
2.65775 , 6.00127
5.48106 , 4.14915
2.65719 , 4.37232
6.13366 , 3.38216
3.82841 , 3.3629
2.91237 , 2.99099
3.94251 , 4.26714
2.52371 , 2.94898
5.30068 , 1.83682
3.56944 , 3.93162
4.26841 , 4.1909
3.22685 , 2.14863
3.45826 , 2.72315
4.75466 , 3.57132
3.4721 , 5.46361
3.11341 , 6.2236
3.72433 , 3.3077
3.67756 , 4.16689
1.86441 , 3.16992
3.47101 , 5.37449
3.46026 , 5.6928
3.47698 , 4.36401
3.86019 , 4.16739
4.59783 , 4.15318
2.95007 , 3.34576
4.59236 , 2.63925
4.28396 , 3.72669
4.7398 , 3.67509
5.36865 , 3.5324
3.88912 , 3.90604
3.24756 , 3.38292
3.76722 , 3.03685
3.5167 , 3.83477
4.91471 , 3.08495
5.90694 , 4.69072
3.06217 , 2.74488
4.4438 , 3.49934
2.64915 , 5.32421
1.93434 , 4.25309
4.31421 , 2.53659
5.14167 , 4.22372
3.72147 , 6.29628
4.46988 , 4.01881
2.56843 , 5.22131
3.21479 , 4.68999
4.91555 , 3.17329
3.05903 , 3.96775
4.22174 , 5.55208
3.49687 , 3.89565
3.75692 , 1.67183
4.47705 , 5.39154
4.19388 , 3.29143
2.29806 , 5.58774
4.56411 , 2.53884
5.02815 , 2.83699
4.78381 , 3.99675
5.07301 , 4.71068
4.32909 , 4.45866
3.10799 , 3.48138
4.60457 , 2.7979
3.06825 , 4.57071
3.08248 , 4.10623
4.06882 , 3.66915
4.38791 , 2.7239
4.6067 , 3.40976
3.33652 , 3.14245
4.29063 , 4.36209
1.27743 , 2.72745
3.27489 , 4.51134
4.00496 , 3.09172
3.06988 , 3.22019
3.35979 , 5.00428
2.75655 , 3.98213
3.94302 , 2.479
5.60228 , 4.64122
5.09869 , 3.25544
5.26501 , 2.422
4.378 , 1.39834
4.34086 , 5.42288
5.32823 , 2.4691
4.20284 , 3.43433
4.3776 , 4.3511
5.09274 , 3.44709
4.98096 , 5.50006
5.31789 , 2.5716
4.33747 , 5.38527
3.76729 , 4.03466
4.63843 , 5.19484
4.50004 , 3.6957
2.95732 , 3.72558
5.01017 , 5.20298
3.1076 , 3.39875
3.76566 , 4.69704
4.48133 , 3.01399
2.41882 , 4.48588
3.75338 , 4.32325
3.14165 , 3.11661
4.30176 , 4.75677
4.55365 , 2.65164
5.93551 , 3.62307
2.921 , 5.01098
3.95746 , 4.78042
2.76137 , 4.47362
3.63223 , 4.82247
1.99388 , 4.25811
2.87594 , 3.64281
1.75162 , 4.4093
5.79703 , 4.61769
4.21688 , 4.84265
3.84203 , 5.09365
4.75823 , 4.78426
2.06711 , 3.35204
2.67563 , 4.59548
3.33486 , 3.56804
5.02592 , 6.0668
3.27426 , 4.61526
2.43105 , 4.17206
6.06968 , 4.87341
4.60161 , 3.89109
3.16156 , 2.87099
3.97464 , 3.76145
4.42248 , 3.7617
2.91543 , 5.47979
4.84515 , 4.52007
3.15424 , 2.83072
3.66435 , 4.764
5.05222 , 4.07488
4.2983 , 3.18553
3.90556 , 3.95169
4.31366 , 3.26009
3.35878 , 4.169
4.5525 , 1.66216
3.11823 , 5.59774
2.87707 , 2.52663
4.49129 , 2.74466
2.64967 , 3.19715
3.62787 , 4.54401
2.98738 , 4.44139
3.24766 , 3.02724
3.42372 , 4.76711
4.2995 , 3.03012
4.44844 , 4.44515
3.30297 , 5.05183
5.08688 , 4.77554
3.14004 , 3.72639
4.02322 , 3.04444
4.80047 , 4.79678
4.1343 , 4.4183
5.17433 , 2.32558
2.95714 , 4.48208
4.53596 , 5.05399
6.24885 , 5.09404
4.99308 , 5.27314
4.79964 , 4.0959
5.39102 , 3.08631
2.89498 , 3.8995
3.30586 , 5.22763
3.34829 , 3.87563
4.83841 , 5.8605
5.35536 , 4.54448
4.03507 , 4.67196
2.2924 , 4.11635
2.94714 , 5.22667
2.42953 , 4.33321
4.41712 , 2.92746
3.03118 , 3.95863
3.48816 , 4.53096
4.91942 , 3.55086
3.04403 , 6.00687
5.7643 , 3.98102
3.80001 , 3.91258
3.62219 , 4.35339
4.59507 , 4.26285
4.51701 , 3.36015
2.97158 , 4.60493
3.10813 , 4.06255
3.14075 , 6.17725
4.08124 , 3.15998
5.1945 , 4.61242
4.0475 , 4.34263
2.92513 , 1.67038
3.13454 , 5.10571
3.32275 , 5.37554
3.72968 , 3.17141
2.48603 , 3.51591
2.39842 , 2.33246
2.88788 , 3.2364
3.93216 , 2.1643
5.73978 , 4.80204
4.48512 , 2.37223
4.3231 , 3.27788
1.91667 , 3.41725
4.15568 , 4.2546
3.69248 , 2.56484
3.20429 , 5.17033
3.99816 , 1.93991
4.7466 , 4.58679
4.72629 , 3.18138
4.26025 , 2.42647
4.28862 , 6.04951
5.12695 , 2.46051
4.60018 , 3.17253
5.61758 , 2.46529
3.94873 , 4.11554
4.71489 , 3.61176
3.34922 , 3.16486
4.8754 , 4.10324
4.3875 , 5.72844
2.95156 , 2.95696
4.65401 , 3.92171
2.19003 , 3.90623
4.90411 , 2.87225
4.12025 , 2.53619
4.56973 , 5.99213
3.55859 , 3.08986
3.40223 , 4.17738
3.20404 , 3.42594
4.82269 , 4.5759
4.08937 , 3.88948
4.53223 , 2.21299
3.18867 , 3.18387
4.37043 , 5.48177
0.932012 , 4.40348
3.32685 , 3.4784
3.41206 , 3.55108
4.58071 , 3.62737
2.79869 , 4.19661
2.64177 , 3.37975
4.19468 , 1.29439
5.12579 , 5.33035
5.11271 , 0.884311
3.07096 , 2.33782
5.74471 , 2.31525
5.20695 , 3.05747
3.20362 , 2.48715
3.72178 , 3.65952
2.68938 , 3.23019
5.98399 , 3.97394
4.61371 , 3.21027
4.73659 , 3.80644
5.0397 , 3.80169
4.67938 , 3.5704
5.57936 , 3.63913
4.50675 , 4.87995
5.64772 , 2.28985
4.89126 , 2.93912
5.35787 , 3.96515
2.74011 , 4.8973
1.63037 , 5.77144
5.29661 , 5.26703
4.24744 , 4.62407
3.4764 , 5.50414
4.5179 , 2.01459
2.92864 , 3.74733
5.97144 , 4.13885
2.99686 , 1.92523
3.95091 , 3.84719
5.46097 , 4.05822
4.0543 , 3.99911
4.55755 , 4.63859
2.89591 , 1.38169
4.23598 , 2.96943
3.64391 , 3.78073
6.29404 , 3.07652
6.07079 , 5.76438
3.29392 , 3.89853
5.78454 , 2.78022
2.91007 , 1.58595
4.80069 , 3.93191
4.53234 , 4.25617
3.69784 , 4.5414
4.82133 , 4.83225
2.7726 , 2.76161
4.97475 , 3.817
4.13649 , 4.70899
4.13465 , 2.66166
2.51059 , 2.45298
3.46117 , 3.00043
3.73241 , 4.87418
5.41464 , 3.24623
3.61179 , 4.31573
4.68176 , 4.57375
3.11243 , 3.32402
3.76481 , 3.72555
4.26 , 3.56813
5.12665 , 3.29977
4.64609 , 4.24587
5.6274 , 3.98521
4.68886 , 2.36855
3.93214 , 3.52309
4.81225 , 2.9133
4.10512 , 4.14076
4.0197 , 4.37547
3.79929 , 3.59729
3.90828 , 3.30579
2.85511 , 2.28102
4.50736 , 3.21905
4.81665 , 3.5578
1.65966 , 5.74019
3.60965 , 3.31717
5.83827 , 1.86569
2.68559 , 3.75831
2.46056 , 5.14737
3.9742 , 3.51384
4.65234 , 3.59356
4.68951 , 3.82461
5.21815 , 2.72468
3.41671 , 2.47362
4.74955 , 5.45534
4.43969 , 3.9737
3.50878 , 3.92345
6.00503 , 5.87138
4.84675 , 4.7537
1.81683 , 3.51979
3.49333 , 3.61366
4.09815 , 3.82403
3.54009 , 4.92196
3.14712 , 4.73017
3.65797 , 3.76794
4.39568 , 5.73593
4.58253 , 4.03276
1.99849 , 4.10007
4.19514 , 3.68013
3.14928 , 4.83654
2.74695 , 4.4592
2.86342 , 3.36239
1.75355 , 2.87485
4.6011 , 3.91005
4.97004 , 3.07077
3.87406 , 3.9685
2.70801 , 4.27495
3.46553 , 3.72701
3.45161 , 0.979027
4.33902 , 2.43313
4.18581 , 5.37671
3.62142 , 2.66175
3.7217 , 3.83573
2.76323 , 3.95737
4.33118 , 3.37377
4.79367 , 3.87958
3.54882 , 2.75696
2.29551 , 2.56912
5.80014 , 5.73264
4.16371 , 3.67061
3.00109 , 3.89462
2.77202 , 5.06517
4.47405 , 4.81162
3.74684 , 5.93819
4.20368 , 4.91898
4.7254 , 4.30777
3.81022 , 4.19265
2.24457 , 4.43691
2.81817 , 4.90925
4.02842 , 4.55034
3.90021 , 3.99832
4.09678 , 3.88144
5.16503 , 4.62746
2.00067 , 4.66722
3.41246 , 3.5595
3.03012 , 3.28798
2.54479 , 3.12727
2.85884 , 3.85495
2.484 , 1.81946
4.92448 , 2.10458
3.71263 , 4.62687
4.23997 , 2.98466
3.6296 , 4.02957
3.37439 , 4.75307
3.39042 , 3.43493
3.28426 , 4.05762
4.67021 , 3.27546
4.01065 , 3.25763
2.71243 , 5.38184
4.08423 , 5.37125
3.17419 , 4.05327
4.14855 , 2.6624
3.98802 , 3.01779
4.82224 , 1.67046
3.62628 , 4.44221
3.3319 , 4.97649
3.28814 , 2.87061
2.94575 , 4.05783
3.76402 , 2.68972
3.63425 , 5.16163
4.94925 , 4.13264
5.30093 , 1.83897
2.59284 , 5.39069
5.29621 , 3.73361
4.54034 , 3.53167
3.69464 , 3.62258
3.44838 , 2.02387
2.16691 , 5.58759
4.19368 , 4.30516
4.88205 , 3.11023
3.45238 , 4.16282
5.19804 , 4.42136
3.8334 , 3.16115
3.46334 , 2.49419
2.46869 , 4.89469
3.08972 , 2.46544
4.42464 , 4.48013
4.57835 , 2.79174
1.37375 , 3.71049
3.72153 , 2.9898
3.60017 , 3.15453
2.52305 , 2.42094
4.65563 , 3.28842
3.41169 , 2.60459
5.4369 , 3.87101
3.30901 , 3.01783
4.53293 , 5.72908
3.89971 , 5.09355
3.56132 , 4.88358
3.89855 , 3.88307
4.5815 , 4.95983
3.70466 , 3.28116
2.36374 , 3.21145
2.94272 , 4.94675
4.86157 , 6.30468
1.54149 , 4.96439
3.32838 , 3.29702
3.80708 , 4.01041
2.20058 , 5.7928
3.74862 , 4.37881
2.16293 , 5.89018
5.42164 , 4.65065
5.81972 , 3.37826
3.93964 , 3.6168
4.29095 , 5.73415
3.70621 , 5.29871
3.92956 , 4.46549
3.43024 , 2.42038
4.86156 , 3.79716
3.19824 , 2.44949
5.17525 , 5.92057
4.24746 , 6.70384
2.95523 , 3.65519
5.18397 , 4.31292
4.60997 , 4.10775
2.81771 , 4.5336
5.98173 , 4.65996
3.75322 , 3.30714
3.41375 , 5.23808
2.57734 , 4.35909
3.13674 , 4.64724
3.046 , 3.58462
5.02052 , 2.7274
5.75156 , 3.94781
4.72236 , 4.33442
3.74182 , 3.42566
4.18957 , 3.41441
4.13471 , 4.18686
4.07 , 3.44232
4.70588 , 5.26386
4.64402 , 4.71404
3.07406 , 3.82738
4.00896 , 4.25214
4.86864 , 4.62224
5.06248 , 4.94629
4.32947 , 4.00923
4.14529 , 3.36737
3.64504 , 1.27138
3.82067 , 5.50902
4.68519 , 3.40201
4.1472 , 4.82745
5.2105 , 5.27336
5.5296 , 4.48139
4.83461 , 2.70071
4.54412 , 5.67931
3.25564 , 4.27826
4.00331 , 4.91486
2.72122 , 2.56179
4.15925 , 3.76324
5.13687 , 5.62589
2.85177 , 4.1468
5.02928 , 3.28815
5.08386 , 3.81318
4.29079 , 4.07031
3.93925 , 4.01558
4.95773 , 4.21715
3.5394 , 4.60076
4.8985 , 4.24211
2.92399 , 4.57387
4.82536 , 2.95187
3.30709 , 2.26908
4.3699 , 3.76348
3.9426 , 4.28321
2.61079 , 4.22124
4.04382 , 4.75126
3.99518 , 2.06841
2.70498 , 3.31828
4.70327 , 3.17023
4.112 , 4.11904
3.47971 , 2.94493
5.14458 , 4.26519
3.37379 , 3.4486
3.74792 , 4.92798
3.87682 , 5.33317
2.83775 , 3.52292
3.3508 , 4.13469
3.204 , 2.71121
2.85206 , 4.51867
2.71926 , 3.73765
6.03069 , 3.89863
5.11441 , 5.20098
4.80629 , 5.59798
3.61523 , 5.39367
5.62012 , 2.97606
4.36786 , 4.97182
5.03522 , 4.76649
3.86309 , 2.99268
4.52919 , 4.10072
3.48114 , 3.38605
4.44558 , 2.57026
3.68602 , 3.79456
3.31134 , 4.64602
5.30517 , 3.56048
5.48347 , 3.35192
2.64783 , 5.81686
4.57551 , 3.11992
3.52542 , 3.14961
3.10136 , 2.94244
5.02714 , 3.12974
3.91993 , 4.44049
2.65556 , 4.28998
2.57554 , 3.48073
3.90442 , 4.27525
3.86273 , 2.90369
3.4893 , 2.85171
5.99006 , 1.6551
3.06951 , 5.32755
3.85721 , 1.94483
4.13645 , 4.88023
4.17583 , 3.90795
3.69245 , 3.81079
2.73754 , 2.08718
4.04241 , 2.7198
4.21724 , 4.50758
4.55192 , 3.78188
4.50359 , 3.21644
3.75706 , 3.79951
2.61315 , 3.94115
3.21969 , 5.46346
2.07483 , 2.22146
2.36663 , 3.5234
2.9341 , 4.80857
4.69568 , 4.55756
5.13858 , 4.00676
5.61834 , 5.13543
2.52536 , 2.88952
3.83128 , 4.93119
2.60399 , 4.68323
2.67007 , 5.51222
2.79915 , 2.7179
3.39874 , 5.2687
5.47637 , 3.61509
4.27646 , 3.60964
3.91765 , 3.47061
4.52485 , 5.9522
5.36788 , 3.21778
2.57493 , 5.93674
6.49862 , 4.61378
4.20303 , 4.38884
4.97275 , 3.97544
3.37922 , 2.6263
4.65041 , 3.63072
3.63635 , 3.77315
4.49408 , 4.93445
5.06811 , 4.07578
5.33721 , 4.5164
4.23996 , 3.82252
3.27604 , 4.6376
3.37071 , 5.04267
4.56626 , 3.16602
4.29123 , 5.85167
4.0049 , 4.85986
4.64225 , 3.92206
4.52681 , 4.95603
4.74406 , 4.88206
4.73049 , 5.30776
5.49892 , 5.40664
5.17367 , 4.00406
3.01342 , 4.37125
4.86924 , 3.52214
4.43034 , 3.51932
3.51172 , 4.54069
3.11265 , 4.89922
4.17731 , 5.56742
6.13486 , 3.68501
2.89333 , 3.35939
3.86093 , 4.31205
3.16176 , 3.73232
4.8541 , 4.8925
3.11466 , 3.67722
3.95542 , 4.15864
5.12521 , 4.03455
4.07729 , 4.32798
6.07982 , 2.08482
2.68028 , 3.08302
5.57429 , 2.56124
3.75051 , 5.25894
3.01136 , 4.69799
4.40996 , 5.58895
3.82332 , 2.50546
2.91449 , 4.705
6.61159 , 5.33823
5.1655 , 5.51215
4.75892 , 3.7328
